"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Births	Death Rate
	"Durham County, NC"	"37063"	"Cuban"	"2182-4"	Suppressed	26	Suppressed
	"Durham County, NC"	"37063"	"Central or South American"	"4"	Suppressed	765	Suppressed
	"Durham County, NC"	"37063"	"Non-Hispanic White"	"6"	15	3374	4.45 (Unreliable)
	"Durham County, NC"	"37063"	"Non-Hispanic Black"	"7"	30	2924	10.26
	"Forsyth County, NC"	"37067"	"Mexican"	"2148-5"	49	7642	6.41
	"Forsyth County, NC"	"37067"	"Puerto Rican"	"2180-8"	Suppressed	332	Suppressed
	"Forsyth County, NC"	"37067"	"Cuban"	"2182-4"	Suppressed	62	Suppressed
	"Forsyth County, NC"	"37067"	"Central or South American"	"4"	Suppressed	1566	Suppressed
	"Forsyth County, NC"	"37067"	"Non-Hispanic White"	"6"	136	19523	6.97
	"Forsyth County, NC"	"37067"	"Non-Hispanic Black"	"7"	190	11958	15.89
	"Guilford County, NC"	"37081"	"Mexican"	"2148-5"	38	5050	7.52
	"Guilford County, NC"	"37081"	"Puerto Rican"	"2180-8"	Suppressed	498	Suppressed
	"Guilford County, NC"	"37081"	"Cuban"	"2182-4"	Suppressed	103	Suppressed
	"Guilford County, NC"	"37081"	"Central or South American"	"4"	Suppressed	1478	Suppressed
	"Guilford County, NC"	"37081"	"Non-Hispanic White"	"6"	129	22512	5.73
	"Guilford County, NC"	"37081"	"Non-Hispanic Black"	"7"	280	21742	12.88
	"Mecklenburg County, NC"	"37119"	"Mexican"	"2148-5"	71	11650	6.09
	"Mecklenburg County, NC"	"37119"	"Puerto Rican"	"2180-8"	10	1457	6.86 (Unreliable)
	"Mecklenburg County, NC"	"37119"	"Cuban"	"2182-4"	Suppressed	437	Suppressed
	"Mecklenburg County, NC"	"37119"	"Central or South American"	"4"	51	10540	4.84
	"Mecklenburg County, NC"	"37119"	"Non-Hispanic White"	"6"	174	53389	3.26
	"Mecklenburg County, NC"	"37119"	"Non-Hispanic Black"	"7"	425	40588	10.47
	"Wake County, NC"	"37183"	"Mexican"	"2148-5"	60	11662	5.14
	"Wake County, NC"	"37183"	"Puerto Rican"	"2180-8"	12	1331	9.02 (Unreliable)
	"Wake County, NC"	"37183"	"Cuban"	"2182-4"	Suppressed	320	Suppressed
	"Wake County, NC"	"37183"	"Central or South American"	"4"	28	5060	5.53
	"Wake County, NC"	"37183"	"Non-Hispanic White"	"6"	256	61504	4.16
	"Wake County, NC"	"37183"	"Non-Hispanic Black"	"7"	329	25620	12.84
	"Unidentified Counties, NC"	"37999"	"Mexican"	"2148-5"	408	72250	5.65
	"Unidentified Counties, NC"	"37999"	"Puerto Rican"	"2180-8"	37	5420	6.83
	"Unidentified Counties, NC"	"37999"	"Cuban"	"2182-4"	Suppressed	1019	Suppressed
	"Unidentified Counties, NC"	"37999"	"Central or South American"	"4"	100	19200	5.21
	"Unidentified Counties, NC"	"37999"	"Non-Hispanic White"	"6"	2615	434629	6.02
	"Unidentified Counties, NC"	"37999"	"Non-Hispanic Black"	"7"	2007	144164	13.92
	"Unidentified Counties, ND"	"38999"	"Mexican"	"2148-5"	10	2243	4.46 (Unreliable)
	"Unidentified Counties, ND"	"38999"	"Puerto Rican"	"2180-8"	Suppressed	268	Suppressed
	"Unidentified Counties, ND"	"38999"	"Cuban"	"2182-4"	Suppressed	68	Suppressed
	"Unidentified Counties, ND"	"38999"	"Central or South American"	"4"	Suppressed	223	Suppressed
	"Unidentified Counties, ND"	"38999"	"Non-Hispanic White"	"6"	391	71606	5.46
	"Unidentified Counties, ND"	"38999"	"Non-Hispanic Black"	"7"	15	2497	6.01 (Unreliable)
	"Butler County, OH"	"39017"	"Mexican"	"2148-5"	18	1704	10.56 (Unreliable)
	"Butler County, OH"	"39017"	"Puerto Rican"	"2180-8"	Suppressed	217	Suppressed
	"Butler County, OH"	"39017"	"Cuban"	"2182-4"	Suppressed	49	Suppressed
	"Butler County, OH"	"39017"	"Central or South American"	"4"	Suppressed	738	Suppressed
	"Butler County, OH"	"39017"	"Non-Hispanic White"	"6"	235	33617	6.99
	"Butler County, OH"	"39017"	"Non-Hispanic Black"	"7"	48	4013	11.96
	"Cuyahoga County, OH"	"39035"	"Mexican"	"2148-5"	Suppressed	965	Suppressed
	"Cuyahoga County, OH"	"39035"	"Puerto Rican"	"2180-8"	47	5020	9.36
	"Cuyahoga County, OH"	"39035"	"Cuban"	"2182-4"	Suppressed	98	Suppressed
	"Cuyahoga County, OH"	"39035"	"Central or South American"	"4"	Suppressed	888	Suppressed
	"Cuyahoga County, OH"	"39035"	"Non-Hispanic White"	"6"	372	70344	5.29
	"Cuyahoga County, OH"	"39035"	"Non-Hispanic Black"	"7"	810	53217	15.22
	"Franklin County, OH"	"39049"	"Mexican"	"2148-5"	35	7404	4.73
	"Franklin County, OH"	"39049"	"Puerto Rican"	"2180-8"	11	1116	9.86 (Unreliable)
	"Franklin County, OH"	"39049"	"Cuban"	"2182-4"	Suppressed	126	Suppressed
	"Franklin County, OH"	"39049"	"Central or South American"	"4"	Suppressed	2528	Suppressed
	"Franklin County, OH"	"39049"	"Non-Hispanic White"	"6"	597	95176	6.27
	"Franklin County, OH"	"39049"	"Non-Hispanic Black"	"7"	603	45334	13.30
	"Hamilton County, OH"	"39061"	"Mexican"	"2148-5"	13	1848	7.03 (Unreliable)
	"Hamilton County, OH"	"39061"	"Puerto Rican"	"2180-8"	Suppressed	340	Suppressed
	"Hamilton County, OH"	"39061"	"Cuban"	"2182-4"	Suppressed	86	Suppressed
	"Hamilton County, OH"	"39061"	"Central or South American"	"4"	20	2486	8.05
	"Hamilton County, OH"	"39061"	"Non-Hispanic White"	"6"	365	57600	6.34
	"Hamilton County, OH"	"39061"	"Non-Hispanic Black"	"7"	544	33924	16.04
	"Lorain County, OH"	"39093"	"Mexican"	"2148-5"	Suppressed	795	Suppressed
	"Lorain County, OH"	"39093"	"Puerto Rican"	"2180-8"	13	2577	5.04 (Unreliable)
	"Lorain County, OH"	"39093"	"Cuban"	"2182-4"	Suppressed	27	Suppressed
	"Lorain County, OH"	"39093"	"Central or South American"	"4"	Suppressed	114	Suppressed
	"Lorain County, OH"	"39093"	"Non-Hispanic White"	"6"	143	23267	6.15
	"Lorain County, OH"	"39093"	"Non-Hispanic Black"	"7"	40	3393	11.79
	"Lucas County, OH"	"39095"	"Mexican"	"2148-5"	31	3922	7.90
	"Lucas County, OH"	"39095"	"Puerto Rican"	"2180-8"	Suppressed	222	Suppressed
	"Lucas County, OH"	"39095"	"Cuban"	"2182-4"	Suppressed	51	Suppressed
	"Lucas County, OH"	"39095"	"Central or South American"	"4"	Suppressed	120	Suppressed
	"Lucas County, OH"	"39095"	"Non-Hispanic White"	"6"	193	33481	5.76
	"Lucas County, OH"	"39095"	"Non-Hispanic Black"	"7"	157	13525	11.61
	"Mahoning County, OH"	"39099"	"Mexican"	"2148-5"	Suppressed	133	Suppressed
	"Mahoning County, OH"	"39099"	"Puerto Rican"	"2180-8"	Suppressed	737	Suppressed
	"Mahoning County, OH"	"39099"	"Cuban"	"2182-4"	Suppressed	15	Suppressed
	"Mahoning County, OH"	"39099"	"Central or South American"	"4"	Suppressed	47	Suppressed
	"Mahoning County, OH"	"39099"	"Non-Hispanic White"	"6"	82	11757	6.97
	"Mahoning County, OH"	"39099"	"Non-Hispanic Black"	"7"	65	4286	15.17
	"Montgomery County, OH"	"39113"	"Mexican"	"2148-5"	Suppressed	1071	Suppressed
	"Montgomery County, OH"	"39113"	"Puerto Rican"	"2180-8"	Suppressed	214	Suppressed
	"Montgomery County, OH"	"39113"	"Cuban"	"2182-4"	Suppressed	34	Suppressed
	"Montgomery County, OH"	"39113"	"Central or South American"	"4"	Suppressed	349	Suppressed
	"Montgomery County, OH"	"39113"	"Non-Hispanic White"	"6"	259	41321	6.27
	"Montgomery County, OH"	"39113"	"Non-Hispanic Black"	"7"	211	16386	12.88
	"Stark County, OH"	"39151"	"Mexican"	"2148-5"	Suppressed	264	Suppressed
	"Stark County, OH"	"39151"	"Puerto Rican"	"2180-8"	Suppressed	82	Suppressed
	"Stark County, OH"	"39151"	"Cuban"	"2182-4"	Suppressed	15	Suppressed
	"Stark County, OH"	"39151"	"Central or South American"	"4"	Suppressed	327	Suppressed
	"Stark County, OH"	"39151"	"Non-Hispanic White"	"6"	222	32574	6.82
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	66	4443	14.85
	"Summit County, OH"	"39153"	"Mexican"	"2148-5"	Suppressed	603	Suppressed
	"Summit County, OH"	"39153"	"Puerto Rican"	"2180-8"	Suppressed	261	Suppressed
	"Summit County, OH"	"39153"	"Cuban"	"2182-4"	Suppressed	23	Suppressed
	"Summit County, OH"	"39153"	"Central or South American"	"4"	Suppressed	207	Suppressed
	"Summit County, OH"	"39153"	"Non-Hispanic White"	"6"	236	40320	5.85
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	143	11915	12.00
	"Unidentified Counties, OH"	"39999"	"Mexican"	"2148-5"	56	10150	5.52
	"Unidentified Counties, OH"	"39999"	"Puerto Rican"	"2180-8"	Suppressed	2106	Suppressed
	"Unidentified Counties, OH"	"39999"	"Cuban"	"2182-4"	Suppressed	213	Suppressed
	"Unidentified Counties, OH"	"39999"	"Central or South American"	"4"	14	1996	7.01 (Unreliable)
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic White"	"6"	3249	524200	6.20
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	281	22075	12.73
	"Cleveland County, OK"	"40027"	"Mexican"	"2148-5"	Suppressed	359	Suppressed
	"Cleveland County, OK"	"40027"	"Puerto Rican"	"2180-8"	Suppressed	27	Suppressed
	"Cleveland County, OK"	"40027"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Cleveland County, OK"	"40027"	"Central or South American"	"4"	Suppressed	98	Suppressed
	"Cleveland County, OK"	"40027"	"Non-Hispanic White"	"6"	28	4427	6.32
	"Cleveland County, OK"	"40027"	"Non-Hispanic Black"	"7"	Suppressed	363	Suppressed
	"Oklahoma County, OK"	"40109"	"Mexican"	"2148-5"	119	19891	5.98
	"Oklahoma County, OK"	"40109"	"Puerto Rican"	"2180-8"	Suppressed	403	Suppressed
	"Oklahoma County, OK"	"40109"	"Cuban"	"2182-4"	Suppressed	88	Suppressed
	"Oklahoma County, OK"	"40109"	"Central or South American"	"4"	Suppressed	2629	Suppressed
	"Oklahoma County, OK"	"40109"	"Non-Hispanic White"	"6"	396	57663	6.87
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	254	19817	12.82
	"Tulsa County, OK"	"40143"	"Mexican"	"2148-5"	66	11775	5.61
	"Tulsa County, OK"	"40143"	"Puerto Rican"	"2180-8"	Suppressed	256	Suppressed
	"Tulsa County, OK"	"40143"	"Cuban"	"2182-4"	Suppressed	61	Suppressed
	"Tulsa County, OK"	"40143"	"Central or South American"	"4"	Suppressed	1425	Suppressed
	"Tulsa County, OK"	"40143"	"Non-Hispanic White"	"6"	342	50028	6.84
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	156	11703	13.33
	"Unidentified Counties, OK"	"40999"	"Mexican"	"2148-5"	120	19222	6.24
	"Unidentified Counties, OK"	"40999"	"Puerto Rican"	"2180-8"	Suppressed	875	Suppressed
	"Unidentified Counties, OK"	"40999"	"Cuban"	"2182-4"	Suppressed	174	Suppressed
	"Unidentified Counties, OK"	"40999"	"Central or South American"	"4"	13	1663	7.82 (Unreliable)
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic White"	"6"	1381	194943	7.08
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	158	12477	12.66
	"Clackamas County, OR"	"41005"	"Mexican"	"2148-5"	Suppressed	4143	Suppressed
	"Clackamas County, OR"	"41005"	"Puerto Rican"	"2180-8"	Suppressed	80	Suppressed
	"Clackamas County, OR"	"41005"	"Cuban"	"2182-4"	Suppressed	36	Suppressed
	"Clackamas County, OR"	"41005"	"Central or South American"	"4"	Suppressed	311	Suppressed
	"Clackamas County, OR"	"41005"	"Non-Hispanic White"	"6"	130	28457	4.57
	"Clackamas County, OR"	"41005"	"Non-Hispanic Black"	"7"	Suppressed	420	Suppressed
	"Lane County, OR"	"41039"	"Mexican"	"2148-5"	12	3207	3.74 (Unreliable)
	"Lane County, OR"	"41039"	"Puerto Rican"	"2180-8"	Suppressed	120	Suppressed
	"Lane County, OR"	"41039"	"Cuban"	"2182-4"	Suppressed	27	Suppressed
	"Lane County, OR"	"41039"	"Central or South American"	"4"	Suppressed	417	Suppressed
	"Lane County, OR"	"41039"	"Non-Hispanic White"	"6"	131	25817	5.07
	"Lane County, OR"	"41039"	"Non-Hispanic Black"	"7"	Suppressed	494	Suppressed
	"Marion County, OR"	"41047"	"Mexican"	"2148-5"	74	14782	5.01
	"Marion County, OR"	"41047"	"Puerto Rican"	"2180-8"	Suppressed	64	Suppressed
	"Marion County, OR"	"41047"	"Cuban"	"2182-4"	Suppressed	29	Suppressed
	"Marion County, OR"	"41047"	"Central or South American"	"4"	Suppressed	398	Suppressed
	"Marion County, OR"	"41047"	"Non-Hispanic White"	"6"	132	23403	5.64
	"Marion County, OR"	"41047"	"Non-Hispanic Black"	"7"	Suppressed	432	Suppressed
	"Multnomah County, OR"	"41051"	"Mexican"	"2148-5"	56	11896	4.71
	"Multnomah County, OR"	"41051"	"Puerto Rican"	"2180-8"	Suppressed	282	Suppressed
	"Multnomah County, OR"	"41051"	"Cuban"	"2182-4"	Suppressed	276	Suppressed
	"Multnomah County, OR"	"41051"	"Central or South American"	"4"	Suppressed	1279	Suppressed
	"Multnomah County, OR"	"41051"	"Non-Hispanic White"	"6"	278	57223	4.86
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	70	6851	10.22
	"Washington County, OR"	"41067"	"Mexican"	"2148-5"	69	13572	5.08
	"Washington County, OR"	"41067"	"Puerto Rican"	"2180-8"	Suppressed	211	Suppressed
	"Washington County, OR"	"41067"	"Cuban"	"2182-4"	Suppressed	76	Suppressed
	"Washington County, OR"	"41067"	"Central or South American"	"4"	Suppressed	1423	Suppressed
	"Washington County, OR"	"41067"	"Non-Hispanic White"	"6"	154	39398	3.91
	"Washington County, OR"	"41067"	"Non-Hispanic Black"	"7"	11	1570	7.01 (Unreliable)
	"Unidentified Counties, OR"	"41999"	"Mexican"	"2148-5"	117	24254	4.82
	"Unidentified Counties, OR"	"41999"	"Puerto Rican"	"2180-8"	Suppressed	376	Suppressed
	"Unidentified Counties, OR"	"41999"	"Cuban"	"2182-4"	Suppressed	102	Suppressed
	"Unidentified Counties, OR"	"41999"	"Central or South American"	"4"	Suppressed	997	Suppressed
	"Unidentified Counties, OR"	"41999"	"Non-Hispanic White"	"6"	607	118513	5.12
	"Unidentified Counties, OR"	"41999"	"Non-Hispanic Black"	"7"	Suppressed	940	Suppressed
	"Allegheny County, PA"	"42003"	"Mexican"	"2148-5"	Suppressed	741	Suppressed
	"Allegheny County, PA"	"42003"	"Puerto Rican"	"2180-8"	Suppressed	418	Suppressed
	"Allegheny County, PA"	"42003"	"Cuban"	"2182-4"	Suppressed	69	Suppressed
	"Allegheny County, PA"	"42003"	"Central or South American"	"4"	Suppressed	537	Suppressed
	"Allegheny County, PA"	"42003"	"Non-Hispanic White"	"6"	406	85801	4.73
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	337	23797	14.16
	"Berks County, PA"	"42011"	"Mexican"	"2148-5"	17	2449	6.94 (Unreliable)
	"Berks County, PA"	"42011"	"Puerto Rican"	"2180-8"	63	7216	8.73
	"Berks County, PA"	"42011"	"Cuban"	"2182-4"	Suppressed	73	Suppressed
	"Berks County, PA"	"42011"	"Central or South American"	"4"	Suppressed	957	Suppressed
	"Berks County, PA"	"42011"	"Non-Hispanic White"	"6"	142	27264	5.21
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	45	2342	19.21
	"Bucks County, PA"	"42017"	"Mexican"	"2148-5"	Suppressed	1235	Suppressed
	"Bucks County, PA"	"42017"	"Puerto Rican"	"2180-8"	10	1295	7.72 (Unreliable)
	"Bucks County, PA"	"42017"	"Cuban"	"2182-4"	Suppressed	85	Suppressed
	"Bucks County, PA"	"42017"	"Central or South American"	"4"	Suppressed	1093	Suppressed
	"Bucks County, PA"	"42017"	"Non-Hispanic White"	"6"	179	44837	3.99
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	22	2866	7.68
	"Chester County, PA"	"42029"	"Mexican"	"2148-5"	25	4158	6.01
	"Chester County, PA"	"42029"	"Puerto Rican"	"2180-8"	Suppressed	1077	Suppressed
	"Chester County, PA"	"42029"	"Cuban"	"2182-4"	Suppressed	69	Suppressed
	"Chester County, PA"	"42029"	"Central or South American"	"4"	Suppressed	824	Suppressed
	"Chester County, PA"	"42029"	"Non-Hispanic White"	"6"	170	37629	4.52
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	30	3175	9.45
	"Dauphin County, PA"	"42043"	"Mexican"	"2148-5"	Suppressed	707	Suppressed
	"Dauphin County, PA"	"42043"	"Puerto Rican"	"2180-8"	25	2189	11.42
	"Dauphin County, PA"	"42043"	"Cuban"	"2182-4"	Suppressed	99	Suppressed
	"Dauphin County, PA"	"42043"	"Central or South American"	"4"	Suppressed	349	Suppressed
	"Dauphin County, PA"	"42043"	"Non-Hispanic White"	"6"	87	18062	4.82
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	89	7487	11.89
	"Delaware County, PA"	"42045"	"Mexican"	"2148-5"	Suppressed	369	Suppressed
	"Delaware County, PA"	"42045"	"Puerto Rican"	"2180-8"	Suppressed	1058	Suppressed
	"Delaware County, PA"	"42045"	"Cuban"	"2182-4"	Suppressed	59	Suppressed
	"Delaware County, PA"	"42045"	"Central or South American"	"4"	Suppressed	744	Suppressed
	"Delaware County, PA"	"42045"	"Non-Hispanic White"	"6"	166	36442	4.56
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	215	16376	13.13
	"Erie County, PA"	"42049"	"Mexican"	"2148-5"	Suppressed	300	Suppressed
	"Erie County, PA"	"42049"	"Puerto Rican"	"2180-8"	Suppressed	1080	Suppressed
	"Erie County, PA"	"42049"	"Cuban"	"2182-4"	Suppressed	24	Suppressed
	"Erie County, PA"	"42049"	"Central or South American"	"4"	Suppressed	91	Suppressed
	"Erie County, PA"	"42049"	"Non-Hispanic White"	"6"	152	22983	6.61
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	53	3766	14.07
	"Lancaster County, PA"	"42071"	"Mexican"	"2148-5"	Suppressed	556	Suppressed
	"Lancaster County, PA"	"42071"	"Puerto Rican"	"2180-8"	53	5575	9.51
	"Lancaster County, PA"	"42071"	"Cuban"	"2182-4"	Suppressed	245	Suppressed
	"Lancaster County, PA"	"42071"	"Central or South American"	"4"	Suppressed	518	Suppressed
	"Lancaster County, PA"	"42071"	"Non-Hispanic White"	"6"	337	51892	6.49
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	26	2653	9.80
	"Lehigh County, PA"	"42077"	"Mexican"	"2148-5"	Suppressed	663	Suppressed
	"Lehigh County, PA"	"42077"	"Puerto Rican"	"2180-8"	59	7008	8.42
	"Lehigh County, PA"	"42077"	"Cuban"	"2182-4"	Suppressed	123	Suppressed
	"Lehigh County, PA"	"42077"	"Central or South American"	"4"	Suppressed	1274	Suppressed
	"Lehigh County, PA"	"42077"	"Non-Hispanic White"	"6"	111	20933	5.30
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	35	2838	12.33
	"Luzerne County, PA"	"42079"	"Mexican"	"2148-5"	Suppressed	743	Suppressed
	"Luzerne County, PA"	"42079"	"Puerto Rican"	"2180-8"	11	1213	9.07 (Unreliable)
	"Luzerne County, PA"	"42079"	"Cuban"	"2182-4"	Suppressed	37	Suppressed
	"Luzerne County, PA"	"42079"	"Central or South American"	"4"	Suppressed	347	Suppressed
	"Luzerne County, PA"	"42079"	"Non-Hispanic White"	"6"	118	21956	5.37
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	25	1464	17.08
	"Montgomery County, PA"	"42091"	"Mexican"	"2148-5"	15	3160	4.75 (Unreliable)
	"Montgomery County, PA"	"42091"	"Puerto Rican"	"2180-8"	Suppressed	1338	Suppressed
	"Montgomery County, PA"	"42091"	"Cuban"	"2182-4"	Suppressed	131	Suppressed
	"Montgomery County, PA"	"42091"	"Central or South American"	"4"	Suppressed	1323	Suppressed
	"Montgomery County, PA"	"42091"	"Non-Hispanic White"	"6"	202	58814	3.43
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	89	7855	11.33
	"Northampton County, PA"	"42095"	"Mexican"	"2148-5"	Suppressed	483	Suppressed
	"Northampton County, PA"	"42095"	"Puerto Rican"	"2180-8"	30	2958	10.14
	"Northampton County, PA"	"42095"	"Cuban"	"2182-4"	Suppressed	65	Suppressed
	"Northampton County, PA"	"42095"	"Central or South American"	"4"	Suppressed	751	Suppressed
	"Northampton County, PA"	"42095"	"Non-Hispanic White"	"6"	103	19291	5.34
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	18	1668	10.79 (Unreliable)
	"Philadelphia County, PA"	"42101"	"Mexican"	"2148-5"	13	3335	3.90 (Unreliable)
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	159	21168	7.51
	"Philadelphia County, PA"	"42101"	"Cuban"	"2182-4"	Suppressed	445	Suppressed
	"Philadelphia County, PA"	"42101"	"Central or South American"	"4"	17	3524	4.82 (Unreliable)
	"Philadelphia County, PA"	"42101"	"Non-Hispanic White"	"6"	265	56097	4.72
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	1152	94928	12.14
	"Westmoreland County, PA"	"42129"	"Mexican"	"2148-5"	Suppressed	138	Suppressed
	"Westmoreland County, PA"	"42129"	"Puerto Rican"	"2180-8"	Suppressed	88	Suppressed
	"Westmoreland County, PA"	"42129"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Westmoreland County, PA"	"42129"	"Central or South American"	"4"	Suppressed	45	Suppressed
	"Westmoreland County, PA"	"42129"	"Non-Hispanic White"	"6"	153	27131	5.64
	"Westmoreland County, PA"	"42129"	"Non-Hispanic Black"	"7"	Suppressed	1053	Suppressed
	"York County, PA"	"42133"	"Mexican"	"2148-5"	Suppressed	954	Suppressed
	"York County, PA"	"42133"	"Puerto Rican"	"2180-8"	21	2674	7.85
	"York County, PA"	"42133"	"Cuban"	"2182-4"	Suppressed	36	Suppressed
	"York County, PA"	"42133"	"Central or South American"	"4"	Suppressed	396	Suppressed
	"York County, PA"	"42133"	"Non-Hispanic White"	"6"	173	36256	4.77
	"York County, PA"	"42133"	"Non-Hispanic Black"	"7"	44	3520	12.50
	"Unidentified Counties, PA"	"42999"	"Mexican"	"2148-5"	16	4189	3.82 (Unreliable)
	"Unidentified Counties, PA"	"42999"	"Puerto Rican"	"2180-8"	58	6750	8.59
	"Unidentified Counties, PA"	"42999"	"Cuban"	"2182-4"	Suppressed	327	Suppressed
	"Unidentified Counties, PA"	"42999"	"Central or South American"	"4"	10	2388	4.19 (Unreliable)
	"Unidentified Counties, PA"	"42999"	"Non-Hispanic White"	"6"	2056	348943	5.89
	"Unidentified Counties, PA"	"42999"	"Non-Hispanic Black"	"7"	173	12843	13.47
	"Providence County, RI"	"44007"	"Mexican"	"2148-5"	Suppressed	1129	Suppressed
	"Providence County, RI"	"44007"	"Puerto Rican"	"2180-8"	36	5829	6.18
	"Providence County, RI"	"44007"	"Cuban"	"2182-4"	Suppressed	142	Suppressed
	"Providence County, RI"	"44007"	"Central or South American"	"4"	42	7670	5.48
	"Providence County, RI"	"44007"	"Non-Hispanic White"	"6"	161	32697	4.92
	"Providence County, RI"	"44007"	"Non-Hispanic Black"	"7"	88	7725	11.39
	"Unidentified Counties, RI"	"44999"	"Mexican"	"2148-5"	Suppressed	263	Suppressed
	"Unidentified Counties, RI"	"44999"	"Puerto Rican"	"2180-8"	Suppressed	607	Suppressed
	"Unidentified Counties, RI"	"44999"	"Cuban"	"2182-4"	Suppressed	53	Suppressed
	"Unidentified Counties, RI"	"44999"	"Central or South American"	"4"	Suppressed	527	Suppressed
	"Unidentified Counties, RI"	"44999"	"Non-Hispanic White"	"6"	119	26597	4.47
	"Unidentified Counties, RI"	"44999"	"Non-Hispanic Black"	"7"	Suppressed	744	Suppressed
	"Charleston County, SC"	"45019"	"Mexican"	"2148-5"	16	2775	5.77 (Unreliable)
	"Charleston County, SC"	"45019"	"Puerto Rican"	"2180-8"	Suppressed	313	Suppressed
	"Charleston County, SC"	"45019"	"Cuban"	"2182-4"	Suppressed	58	Suppressed
	"Charleston County, SC"	"45019"	"Central or South American"	"4"	Suppressed	837	Suppressed
	"Charleston County, SC"	"45019"	"Non-Hispanic White"	"6"	83	23938	3.47
	"Charleston County, SC"	"45019"	"Non-Hispanic Black"	"7"	155	14814	10.46
	"Greenville County, SC"	"45045"	"Mexican"	"2148-5"	27	4330	6.24
	"Greenville County, SC"	"45045"	"Puerto Rican"	"2180-8"	Suppressed	523	Suppressed
	"Greenville County, SC"	"45045"	"Cuban"	"2182-4"	Suppressed	98	Suppressed
	"Greenville County, SC"	"45045"	"Central or South American"	"4"	12	2491	4.82 (Unreliable)
	"Greenville County, SC"	"45045"	"Non-Hispanic White"	"6"	156	36560	4.27
	"Greenville County, SC"	"45045"	"Non-Hispanic Black"	"7"	143	12137	11.78
	"Horry County, SC"	"45051"	"Mexican"	"2148-5"	Suppressed	346	Suppressed
	"Horry County, SC"	"45051"	"Puerto Rican"	"2180-8"	Suppressed	65	Suppressed
	"Horry County, SC"	"45051"	"Cuban"	"2182-4"	Suppressed	11	Suppressed
	"Horry County, SC"	"45051"	"Central or South American"	"4"	Suppressed	176	Suppressed
	"Horry County, SC"	"45051"	"Non-Hispanic White"	"6"	33	4327	7.63
	"Horry County, SC"	"45051"	"Non-Hispanic Black"	"7"	Suppressed	1107	Suppressed
	"Lexington County, SC"	"45063"	"Mexican"	"2148-5"	Suppressed	337	Suppressed
	"Lexington County, SC"	"45063"	"Puerto Rican"	"2180-8"	Suppressed	78	Suppressed
	"Lexington County, SC"	"45063"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Lexington County, SC"	"45063"	"Central or South American"	"4"	Suppressed	126	Suppressed
	"Lexington County, SC"	"45063"	"Non-Hispanic White"	"6"	28	4545	6.16
	"Lexington County, SC"	"45063"	"Non-Hispanic Black"	"7"	Suppressed	1074	Suppressed
	"Richland County, SC"	"45079"	"Mexican"	"2148-5"	Suppressed	1532	Suppressed
	"Richland County, SC"	"45079"	"Puerto Rican"	"2180-8"	Suppressed	544	Suppressed
	"Richland County, SC"	"45079"	"Cuban"	"2182-4"	Suppressed	59	Suppressed
	"Richland County, SC"	"45079"	"Central or South American"	"4"	Suppressed	641	Suppressed
	"Richland County, SC"	"45079"	"Non-Hispanic White"	"6"	63	16165	3.90
	"Richland County, SC"	"45079"	"Non-Hispanic Black"	"7"	248	23461	10.57
	"Spartanburg County, SC"	"45083"	"Mexican"	"2148-5"	14	2274	6.16 (Unreliable)
	"Spartanburg County, SC"	"45083"	"Puerto Rican"	"2180-8"	Suppressed	213	Suppressed
	"Spartanburg County, SC"	"45083"	"Cuban"	"2182-4"	Suppressed	33	Suppressed
	"Spartanburg County, SC"	"45083"	"Central or South American"	"4"	Suppressed	413	Suppressed
	"Spartanburg County, SC"	"45083"	"Non-Hispanic White"	"6"	106	21275	4.98
